Name of local government,Name of camp,Latitude,Longitude,Date of survey,Flying-fox absent (true/false),Total number of black flying-fox,Total number of Grey-headed flying-fox,Total number of Little red flying-fox,Total number of Spectacled flying-fox,Total number of all species,EHP camp identification,CSIRO camp identification
Gold Coast,"Nerang, Riverpark Dr.",-28.003893,153.315711,17-Feb-17,TRUE,0,0,0,0,0,105,407
Gold Coast,"Nerang, Winchester Dr.",-28.0025,153.3138,17-Feb-17,TRUE,0,0,0,0,0,106,408
Ipswich,"Bundamba, Paice St",-27.612423,152.81273,17-Feb-17,FALSE,700,50,0,0,750,196,574
Somerset,"Kilcoy, Kilcoy Creek (Anzac Park)",-26.941497,152.568748,17-Feb-17,FALSE,500,0,0,0,500,200,368
Redland,"Alexandra Hills, Lawn Terrace",-27.51649,153.20968,9-Feb-17,FALSE,3000,0,0,0,3000,1,270
Gladstone,Calliope,-24.00123,151.19309,16-Feb-17,FALSE,1570,0,0,0,1570,262,
Toowoomba,Oakey - Campbell St,-27.43556,151.720408,17-Feb-17,FALSE,250,0,20,0,270,191,556
Moreton Bay,Redcliffe Botanic Gardens,-27.23145,153.098752,15-Feb-17,FALSE,1600,750,70,0,2420,122,429
Whitsunday,Lindeman Island,-20.45293,149.03743,17-Feb-17,FALSE,500,0,0,0,500,308,376
Moreton Bay,Burpengary Equestrian,-27.16051,152.955304,15-Feb-17,FALSE,450,0,0,0,450,189,298
Moreton Bay,"Scarborough, Sunnyside Rd",-27.202885,153.102829,12-Feb-17,FALSE,200,0,0,0,200,137,582
Brisbane,"Windsor, Enoggera Creek",-27.437646,153.037633,20-Feb-17,FALSE,0,0,0,0,0,199,644
Brisbane,"Calamvale, Golden Avenue",-27.62738,153.056525,17-Feb-17,FALSE,300,5,1000,0,1305,241,744
Logan,"Loganholme, Timor Avenue",-27.667,153.1773,17-Feb-17,FALSE,900,50,0,0,950,184,377
Brisbane,"Parkinson, Avondale Crescent",-27.63034,153.033682,17-Feb-17,FALSE,400,50,0,0,450,112,419
Logan,"Regents Park, Emerald Drive",-27.680013,153.036987,17-Feb-17,FALSE,800,100,30000,0,30900,128,433
Ipswich,Yamanto,-27.651449,152.755601,17-Feb-17,FALSE,0,0,0,0,0,177,479
Ipswich,"Bundamba, Paice St",-27.612423,152.81273,20-Feb-17,FALSE,1000,200,0,0,1200,196,574
Ipswich,"Camira, Pilney Reserve (Barbara Street)",-27.6315,152.9206,20-Feb-17,FALSE,700,0,0,0,700,20,140
Ipswich,"Redbank Plains, Phillip Street",-27.65083,152.856686,20-Feb-17,FALSE,100,0,0,0,100,359,
Ipswich,"Walloon, Poplar Street Reserve",-27.6033,152.6728,20-Feb-17,FALSE,0,0,0,0,0,267,
Ipswich,Woodend,-27.6031,152.7485,20-Feb-17,TRUE,0,0,0,0,0,172,191
Ipswich,Yamanto,-27.651449,152.755601,20-Feb-17,FALSE,2000,0,0,0,2000,177,479
Fraser Coast,"Anembo Lakes, Torquay",-25.287433,152.883351,17-Feb-17,FALSE,0,0,180000,0,180000,364,
North Burnett,"Gayndah, Barambah Ck",-25.5859,151.6622,16-Feb-17,TRUE,0,0,0,0,0,50,549
Fraser Coast,"Sunshine Acres, Black Swamp Creek",-25.3749,152.7692,17-Feb-17,TRUE,0,0,0,0,0,147,537
Fraser Coast,"Hervey Bay, Botanic Gardens",-25.288845,152.892866,17-Feb-17,FALSE,3000,0,0,0,3000,63,580
Fraser Coast,"Burrum River (upper), Junction Cherwell River",-25.327328,152.5784,17-Feb-17,TRUE,0,0,0,0,0,18,299
North Burnett,Coalstoun Lakes Recreation Reserve,-25.6147,151.8965,16-Feb-17,FALSE,3200,100,0,0,3300,29,315
Fraser Coast,Craignish Heights,-25.2875,152.7471,17-Feb-17,TRUE,0,0,0,0,0,347,
Fraser Coast,"Dundowran Beach, Ocean Park Drive, Petersons Park",-25.270079,152.745372,17-Feb-17,TRUE,0,0,0,0,0,249,760
Fraser Coast,"Tinana, Franklins Close",-25.5404,152.6789,16-Feb-17,TRUE,0,0,0,0,0,155,459
North Burnett,Gayndah Township,-25.6239,151.6109,16-Feb-17,FALSE,2000,0,0,0,2000,51,348
Fraser Coast,"Maryborough, Kent Street",-25.5436,152.7131,16-Feb-17,FALSE,2000,0,8000,0,10000,88,535
Fraser Coast,"Maryborough, Little Tinana Ck",-25.556,152.7137,16-Feb-17,TRUE,0,0,0,0,0,89,391
Fraser Coast,"Maaroom, Esplanade",-25.613321,152.874238,16-Feb-17,TRUE,0,0,0,0,0,209,539
Fraser Coast,"Maryborough, Albion Rd Wetlands (Island Plantation",-25.5097,152.7185,16-Feb-17,TRUE,0,0,0,0,0,87,533
Fraser Coast,"Dundowran, O'Reagans Creek CP",-25.2682,152.7272,17-Feb-17,TRUE,0,0,0,0,0,41,330
Fraser Coast,"Dundowran Beach, Ocean Park Drive, Petersons Park",-25.270079,152.745372,17-Feb-17,TRUE,0,0,0,0,0,249,760
Fraser Coast,"Maryborough, Saltwater Creek",-25.4734,152.7224,16-Feb-17,TRUE,0,0,0,0,0,90,392
Fraser Coast,"Toogoom, Shellcot Street",-25.255865,152.69216,17-Feb-17,TRUE,0,0,0,0,0,271,
Fraser Coast,"Maryborough, Tinana Island,",-25.56086,152.71216,16-Feb-17,TRUE,0,0,0,0,0,91,534
Fraser Coast,"Hervey Bay, Tooan Tooan",-25.2818,152.8472,17-Feb-17,FALSE,4000,0,0,0,4000,65,538
Fraser Coast,"Woocoo NP, Aramara",-25.63721563,152.3299461,16-Feb-17,TRUE,0,0,0,0,0,171,190
Brisbane,"Toowong Perrin Park, Josling St",-27.490983,152.992867,17-Feb-17,FALSE,680,1020,0,0,1700,208,584
Brisbane,"The Gap, Waterworks Road",-27.447086,152.95105,17-Feb-17,FALSE,100,0,0,0,100,242,780
Brisbane,Northgate reserve,-27.398694,153.072987,17-Feb-17,FALSE,823,0,7,0,830,188,575
Brisbane,"Sandgate, Curlew Park",-27.3231,153.0687,17-Feb-17,FALSE,580,0,3500,0,4080,134,151
Brisbane,Deagon,-27.33338056,153.0535639,17-Feb-17,FALSE,150,0,0,0,150,335,
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,17-Jan-17,FALSE,1675,1435,500,0,3610,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,20-Jan-17,FALSE,1330,585,165,0,2080,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,25-Jan-17,FALSE,1360,870,0,0,2230,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,2-Feb-17,FALSE,1105,1250,855,0,3210,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,3-Feb-17,FALSE,1066,305,0,0,1371,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,10-Feb-17,FALSE,1240,535,0,0,1775,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,17-Feb-17,FALSE,1455,435,0,0,1890,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,22-Feb-17,FALSE,2011,631,0,0,2642,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,1-Mar-17,FALSE,1530,510,10,0,2050,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,15-Mar-17,FALSE,2075,460,0,0,2535,245,781
Logan,"Beenleigh, Logan St",-27.708984,153.196341,17-Feb-17,FALSE,2400,0,0,0,2400,204,281
Gold Coast,"Burleigh, Marymount College",-28.0946,153.4292,20-Feb-17,FALSE,50,50,0,0,100,15,296
Gold Coast,"Burleigh Knoll, Burleigh Street, Burleigh Waters",-28.081933,153.439014,20-Feb-17,FALSE,400,0,0,0,400,234,713
Gold Coast,"Broadbeach, Cascade Gardens",-28.0222,153.4277,17-Feb-17,FALSE,290,0,0,0,290,12,147
Scenic Rim,"Canungra, Beachmont Rd",-28.0398,153.1824,17-Feb-17,FALSE,1400,5600,0,0,7000,21,141
Mackay,"Mackay, Showgrounds",-21.143316,149.172132,16-Feb-17,FALSE,26870,0,0,0,26870,352,
Whitsunday,South Molle Island,-20.26421,148.83704,15-Feb-17,TRUE,0,0,0,0,0,331,
Mackay,Eungella State School,-21.1358,148.492,17-Feb-17,FALSE,6000,0,18000,0,24000,307,340
Mackay,Vines Creek,-21.1137,149.1816,17-Feb-17,FALSE,12000,0,0,0,12000,293,293
Mackay,Walkerston,-21.1606,149.0621,17-Feb-17,FALSE,8000,0,0,0,8000,294,276
Bundaberg,"Horton, Station Road",-25.226732,152.307816,16-Feb-17,TRUE,0,0,0,0,0,67,359
Bundaberg,Isis Golf Club,-25.229605,152.3017527,16-Feb-17,FALSE,4000,0,50,0,4050,363,
Bundaberg,"Avoca, McCoys Creek",-24.88741,152.22936,17-Feb-17,TRUE,0,0,0,0,0,238,712
Bundaberg,"Bargara, Fairway Drive",-24.823661,152.462227,17-Feb-17,TRUE,0,0,0,0,0,246,746
Bundaberg,"Bargara, Larder Street",-24.83164,152.46889,17-Feb-17,TRUE,0,0,0,0,0,7,279
Bundaberg,"Bundaberg, Baldwin Swamp Environment Park",-24.86732,152.370743,17-Feb-17,FALSE,4200,0,900,0,5100,265,772
Somerset,Esk,-27.2349,152.4233,16-Feb-17,FALSE,1300,1700,0,0,3000,47,156
Lockyer Valley,"Gatton, Amaroo Retirement Village, Tenthill Creek",-27.564791,152.272578,18-Feb-17,FALSE,280,830,0,0,1110,182,347
Scenic Rim,Tamborine NP (Joalah Sec),-27.9237,153.1935,17-Feb-17,FALSE,0,3700,0,0,3700,150,455
Redland,"North Stradbroke Island, Dunwich (Mitchell Cres.)",-27.4965,153.4064,17-Feb-17,FALSE,204,0,0,0,204,108,153
Brisbane,"Herston, Enoggera Creek",-27.442402,153.022578,20-Feb-17,FALSE,1000,4000,0,0,5000,46,339
Gladstone,Boyne Island,-23.943197,151.354066,16-Feb-17,FALSE,1650,0,800,0,2450,278,290
Banana,"Westwood, Capricornia Highway",-23.62135,150.15571,17-Feb-17,TRUE,0,0,0,0,0,255,754
Rockhampton,Kabra,-23.471698,150.396872,17-Feb-17,FALSE,4325,0,1000,0,5325,256,362
Sunshine Coast,"Coolum, Cassia Wildlife Corridor & Elizabeth St Drain",-26.5327996,153.085496,15-Feb-17,FALSE,1067,405,0,0,1472,198,322
Sunshine Coast,"Mooloolaba, Goonawarra Drive",-26.682433,153.107033,15-Feb-17,FALSE,617,191,0,0,808,93,395
Sunshine Coast,"Landsborough, Vidler Crt",-26.799717,152.965367,15-Feb-17,FALSE,581,834,0,0,1415,78,374
Sunshine Coast,"Maroochydore, Stella Maris CS",-26.65077,153.07115,15-Feb-17,FALSE,1009,197,0,0,1206,86,390
Sunshine Coast,"Moffat Beach, Tooway Creek",-26.788058,153.136706,15-Feb-17,FALSE,851,0,0,0,851,156,460
Sunshine Coast,"Maleny, Mary Cairncross Scenic Reserve",-26.777548,152.881103,16-Feb-17,FALSE,96,1104,0,0,1200,356,
Sunshine Coast,"Palmwoods, Dunning Street",-26.690983,152.953975,22-Feb-17,TRUE,0,0,0,0,0,205,418
Sunshine Coast,"Palmwoods, Jubilee Drive",-26.6825,152.9618,22-Feb-17,FALSE,2500,2500,0,0,5000,243,
Sunshine Coast,"Mooloolaba, Goonawarra Drive",-26.682433,153.107033,18-Feb-17,FALSE,150,750,0,0,900,93,395
Sunshine Coast,"Maroochydore, Stella Maris CS",-26.65077,153.07115,22-Feb-17,FALSE,400,0,0,0,400,86,390
Sunshine Coast,"Moffat Beach, Tooway Creek",-26.788058,153.136706,22-Feb-17,FALSE,300,0,0,0,300,156,460
Moreton Bay,Woodford,-26.95031,152.7763,17-Feb-17,FALSE,10000,8000,200,0,18200,173,192
Gladstone,Miriam Vale,-24.3262,151.5547,16-Feb-17,FALSE,2800,0,3000,0,5800,264,
Sunshine Coast,"Conondale, Herron Rd",-26.727645,152.719883,17-Feb-17,TRUE,0,0,0,0,0,194,317
Sunshine Coast,"Landsborough, Vidler Crt",-26.799717,152.965367,17-Feb-17,FALSE,360,1390,0,0,1750,78,374
Moreton Bay,"Sandstone Point, Bestman Rd",-27.0804,153.1279,22-Feb-17,TRUE,0,0,0,0,0,135,439
Noosa,Weyba Creek,-26.407034,153.076583,18-Feb-17,TRUE,0,0,0,0,0,168,187
Mackay,Finch Hatton Gorge,-21.0808,148.6347,17-Feb-17,FALSE,21000,50,0,0,21050,290,343
Gold Coast,"Chiba Reserve, Burrendong Rd, Coombabah",-27.893616,153.384217,17-Feb-17,FALSE,48,0,0,0,48,365,
Gold Coast,"Coombabah, Coombabah Creek",-27.8883,153.3812,17-Feb-17,TRUE,0,0,0,0,0,33,543
Gympie,"Gympie Township, Widgee Crossing",-26.1822,152.6384,16-Feb-17,FALSE,12000,3000,0,0,15000,59,161
Gympie,"Kandanga, Hyne Estate Rd",-26.4048,152.7044,17-Feb-17,FALSE,3000,3000,0,0,6000,70,164
Gympie,"Goomboorian, Anderleigh Rd Ginger Creek",-26.04852,152.77799,21-Feb-17,FALSE,2500,2500,0,0,5000,55,350
Sunshine Coast,Cooran - Yellow Belly Reserve,-26.3375,152.8264,15-Feb-17,FALSE,10780,43120,0,0,53900,34,324
Fraser Coast,Glenwood Varley Road,-25.9274,152.6259,21-Feb-17,FALSE,1050,450,0,0,1500,53,349
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,15-Feb-17,FALSE,1500,1500,0,0,3000,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,3-Jan-17,FALSE,1770,1005,0,0,2775,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,6-Jan-17,FALSE,965,1350,0,0,2315,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,11-Jan-17,FALSE,975,1304,0,0,2279,245,781
Noosa,"Noosaville, Wallace Drive",-26.400669,153.049086,13-Jan-17,FALSE,1615,1865,165,0,3645,245,781
Moreton Bay,"Caboolture, Wararba Creek",-27.081615,152.926761,22-Feb-17,FALSE,1800,1200,0,0,3000,164,186
Whitsunday,Daydream Island,-20.25547,148.81395,14-Feb-17,FALSE,5970,0,0,0,5970,346,
Whitsunday,Hamilton Island,-20.3449,148.95179,12-Feb-17,FALSE,5000,0,0,0,5000,266,353
Whitsunday,Hayman Island,-20.0578,148.884,15-Feb-17,FALSE,1500,0,0,0,1500,311,354
Whitsunday,Long Island,-20.33371,148.85129,15-Feb-17,TRUE,0,0,0,0,0,309,378
Bundaberg,"North Bundaberg, Botanic Gardens, Young St",-24.851596,152.337234,17-Feb-17,TRUE,0,0,0,0,0,221,585
Bundaberg,"Gaeta Road, Gaeta",-24.903869,151.592981,17-Feb-17,TRUE,0,0,0,0,0,355,
Bundaberg,Moore Park Beach,-24.71827,152.280459,17-Feb-17,TRUE,0,0,0,0,0,297,773
Banana,Wowan,-23.910522,150.192726,17-Feb-17,FALSE,550,0,1,0,551,254,
Mackay,Eungella State School,-21.1358,148.492,17-Mar-17,FALSE,2000,0,4000,0,6000,307,340
Mackay,"Mackay, Showgrounds",-21.143316,149.172132,16-Feb-17,FALSE,7000,0,0,0,7000,352,
Central Highlands Regional,Emerald Botanic Gardens Rainforest,-23.53685,148.16648,17-Feb-17,FALSE,0,0,3000,0,3000,371,
Ipswich,"Bundamba, Paice St",-27.612423,152.81273,20-Feb-17,TRUE,0,0,0,0,0,196,574
Ipswich,"Walloon, Poplar Street Reserve",-27.6033,152.6728,20-Feb-17,FALSE,300,200,0,0,500,267,
Mackay,Eungella State School,-21.1358,148.492,2-Mar-17,FALSE,0,0,0,0,0,307,340
